accuracy,precision,recall,f1,f2,mcc,roc_auc,model
0.9636920384951881,0.9608695652173913,0.9667541557305337,0.963802878325338,0.9655714785040196,0.9274014688281275,0.9935382092986409,Random Forest - Redundancy Removed
