accuracy,precision,recall,f1,f2,mcc,roc_auc,model
0.9558180227471567,0.9546247818499127,0.9571303587051618,0.9558759283529926,0.956628191675411,0.9116391855965296,0.9878755313066182,Random Forest - Without Suspicious Features
